classification,orientation,distance,time,predicted
different,0.37634,0.745,0.04408,different
same,0,0.01,0.0003,same
different,0.27733,0.312,0.51003,different
different,0.11471,0.689,0.05605,different
different,0.37634,0.748,0.04422,different
same,0,0.004,0.00014,same
different,0.27733,0.315,0.5102,different
different,0.11471,0.693,0.05622,different
different,0.37634,0.752,0.04438,different
same,0,0.004,0.00017,same
different,0.27733,0.318,0.51033,different
different,0.11471,0.697,0.05635,different
different,0.37634,0.754,0.04452,different
same,0,0.004,0.00013,same
different,0.27733,0.322,0.51047,different
different,0.11471,0.701,0.05649,different
different,0.37634,0.758,0.04466,different
same,0,0.004,0.00014,same
different,0.27733,0.325,0.51062,different
different,0.11471,0.705,0.05664,different
different,0.37634,0.761,0.0448,different
same,0,0.004,0.00015,same
different,0.27733,0.328,0.51077,different
different,0.11471,0.708,0.05678,different
different,0.37634,0.764,0.04495,different
same,0,0.003,0.00015,same
different,0.27733,0.33,0.51092,different
different,0.11471,0.711,0.05693,different
different,0.37634,0.766,0.0451,different
same,0,0.003,0.00015,same
different,0.27733,0.33,0.51093,different
different,0.11471,0.711,0.05695,different
different,0.37634,0.766,0.04512,different
same,0,0,0.00002,same
different,0.27733,0.333,0.51106,different
different,0.11471,0.715,0.05707,different
different,0.37634,0.769,0.04524,different
same,0,0.003,0.00012,same
different,0.27733,0.333,0.51107,different
different,0.11471,0.715,0.05709,different
different,0.37634,0.769,0.04526,different
same,0,0,0.00002,same
different,0.27733,0.336,0.51121,different
different,0.11471,0.718,0.05722,different
different,0.37634,0.772,0.04539,different
same,0,0.003,0.00013,same
different,0.27733,0.336,0.51129,different
different,0.11471,0.718,0.05731,different
different,0.37634,0.772,0.04548,different
same,0,0,0.00009,same
different,0.27733,0.338,0.51135,different
different,0.11471,0.721,0.05737,different
different,0.37634,0.774,0.04554,different
same,0,0.003,0.00006,same
different,0.27733,0.338,0.51137,different
different,0.11471,0.721,0.05739,different
different,0.37634,0.774,0.04556,different
same,0,0,0.00002,same
different,0.27733,0.341,0.51149,different
different,0.11471,0.724,0.05751,different
different,0.37634,0.777,0.04568,different
same,0,0.003,0.00012,same
different,0.27733,0.341,0.51154,different
different,0.11471,0.724,0.05755,different
different,0.37634,0.777,0.04572,different
same,0,0,0.00004,same
different,0.27733,0.344,0.51164,different
different,0.11471,0.727,0.05766,different
different,0.37634,0.78,0.04583,different
same,0,0.003,0.00011,same
different,0.27733,0.344,0.51166,different
different,0.11471,0.727,0.05768,different
different,0.37634,0.78,0.04585,different
same,0,0,0.00002,same
different,0.27733,0.347,0.51179,different
different,0.11471,0.73,0.05781,different
different,0.37634,0.782,0.04598,different
same,0,0.003,0.00013,same
different,0.27733,0.347,0.51181,different
different,0.11471,0.73,0.05783,different
different,0.37634,0.782,0.04599,different
same,0,0,0.00002,same
different,0.27733,0.35,0.51194,different
different,0.11471,0.734,0.05796,different
different,0.37634,0.785,0.04613,different
same,0,0.004,0.00013,same
different,0.27733,0.35,0.51195,different
different,0.11471,0.734,0.05797,different
different,0.37634,0.785,0.04613,different
same,0,0,0.00001,same
different,0.2951,0.312,0.51209,different
different,0.86752,0.666,0.05811,different
same,0.60589,0.498,0.04627,different
different,0.98223,0.488,0.00014,different
different,0.2951,0.315,0.51222,different
different,0.86752,0.674,0.05824,different
same,0,0.011,0.00013,same
different,0.98223,0.482,0.00027,different
different,0.2951,0.319,0.51237,different
different,0.86752,0.684,0.05839,different
same,0,0.012,0.00015,same
different,0.98223,0.477,0.00042,different
different,0.2951,0.324,0.51252,different
different,0.86752,0.693,0.05853,different
same,0,0.012,0.00015,same
different,0.98223,0.472,0.00057,different
different,0.2951,0.334,0.51281,different
different,0.86752,0.711,0.05882,different
same,0,0.023,0.00029,same
different,0.98223,0.463,0.00086,different
different,0.2951,0.339,0.51296,different
different,0.86752,0.72,0.05897,different
same,0,0.012,0.00015,same
different,0.98223,0.459,0.00101,different
different,0.2951,0.345,0.51311,different
different,0.86752,0.73,0.05913,different
same,0,0.012,0.00016,same
different,0.98223,0.455,0.00116,different
different,0.2951,0.351,0.51324,different
different,0.86752,0.739,0.05926,different
same,0,0.011,0.00013,same
different,0.98223,0.451,0.0013,different
different,0.48484,0.356,0.51339,different
different,0.67778,0.747,0.05941,different
same,0.18974,0.01,0.00015,same
different,0.79249,0.448,0.00144,different
different,0.48484,0.362,0.51354,different
different,0.67778,0.755,0.05956,different
same,0,0.011,0.00015,same
different,0.79249,0.444,0.00159,different
different,0.48484,0.367,0.51369,different
different,0.67778,0.763,0.05971,different
same,0,0.01,0.00015,same
different,0.79249,0.442,0.00174,different
different,0.62856,0.372,0.51383,different
different,0.53406,0.771,0.05985,different
same,0.14372,0.009,0.00014,same
different,0.64877,0.439,0.00188,different
different,0.62856,0.378,0.51398,different
different,0.53406,0.778,0.06,different
same,0,0.009,0.00015,same
different,0.64877,0.437,0.00203,different
different,0.62856,0.383,0.51412,different
different,0.53406,0.785,0.06014,different
same,0,0.008,0.00014,same
different,0.64877,0.435,0.00217,different
different,0.78777,0.388,0.51427,different
different,0.37485,0.791,0.06028,different
same,0.15921,0.008,0.00015,same
different,0.48956,0.434,0.00232,different
different,0.78777,0.392,0.51442,different
different,0.37485,0.797,0.06043,different
same,0,0.007,0.00015,same
different,0.48956,0.432,0.00247,different
different,0.78777,0.396,0.51456,different
different,0.37485,0.803,0.06057,different
same,0,0.007,0.00014,same
different,0.48956,0.431,0.00261,different
different,0.78777,0.404,0.51485,different
different,0.37485,0.813,0.06087,different
same,0,0.012,0.0003,same
different,0.48956,0.429,0.00291,different
different,0.78777,0.409,0.51499,different
different,0.37485,0.818,0.06101,different
same,0,0.006,0.00014,same
different,0.48956,0.429,0.00305,different
different,0.985,0.412,0.51515,different
different,0.17762,0.822,0.06117,different
same,0.19723,0.005,0.00016,same
different,0.29233,0.428,0.0032,different
different,0.985,0.416,0.51529,different
different,0.17762,0.826,0.06131,different
same,0,0.005,0.00014,same
different,0.29233,0.428,0.00334,different
different,0.985,0.418,0.51543,different
different,0.17762,0.829,0.06145,different
same,0,0.004,0.00014,same
different,0.29233,0.427,0.00348,different
different,0.985,0.421,0.5156,different
different,0.17762,0.832,0.06161,different
same,0,0.004,0.00017,same
different,0.29233,0.427,0.00365,different
different,0.06206,0.185,0.52598,different
same,0.10056,0.578,0.07199,different
different,0.07706,0.254,0.01038,different
different,0.21527,0.384,0.01403,different
different,0.06206,0.185,0.5261,different
same,0,0.002,0.00012,same
different,0.07706,0.255,0.0105,different
different,0.21527,0.386,0.01415,different
different,0.06206,0.185,0.52625,different
same,0,0.002,0.00015,same
different,0.07706,0.256,0.01065,different
different,0.21527,0.388,0.0143,different
different,0.06206,0.185,0.5264,different
same,0,0.002,0.00015,same
different,0.07706,0.257,0.0108,different
different,0.21527,0.389,0.01445,different
different,0.06206,0.184,0.52655,different
same,0,0.002,0.00015,same
different,0.07706,0.258,0.01095,different
different,0.21527,0.39,0.0146,different
different,0.06206,0.183,0.52669,different
same,0,0.002,0.00014,same
different,0.07706,0.26,0.01109,different
different,0.21527,0.391,0.01474,different
different,0.06206,0.182,0.52697,different
same,0,0.004,0.00029,same
different,0.07706,0.264,0.01138,different
different,0.21527,0.393,0.01503,different
different,0.06206,0.18,0.52712,different
same,0,0.003,0.00015,same
different,0.07706,0.267,0.01152,different
different,0.21527,0.395,0.01517,different
different,0.06206,0.178,0.52728,different
same,0,0.003,0.00016,same
different,0.07706,0.27,0.01168,different
different,0.21527,0.396,0.01533,different
different,0.06206,0.175,0.52742,different
same,0,0.003,0.00014,same
different,0.07706,0.273,0.01182,different
different,0.21527,0.397,0.01547,different
different,0.06206,0.172,0.52756,different
same,0,0.003,0.00014,same
different,0.07706,0.276,0.01196,different
different,0.21527,0.396,0.01561,different
different,0.06206,0.169,0.52771,different
same,0,0.004,0.00015,same
different,0.07706,0.278,0.01211,different
different,0.21527,0.394,0.01576,different
different,0.22084,0.165,0.52786,different
same,0.15878,0.004,0.00015,same
different,0.23584,0.28,0.01226,different
different,0.05649,0.391,0.01591,different
different,0.22084,0.162,0.528,different
same,0,0.005,0.00014,same
different,0.23584,0.281,0.0124,different
different,0.05649,0.386,0.01605,different
different,0.22084,0.158,0.52815,different
same,0,0.006,0.00015,same
different,0.23584,0.281,0.01255,different
different,0.05649,0.381,0.0162,different
different,0.22084,0.155,0.5283,different
same,0,0.007,0.00015,same
different,0.23584,0.281,0.0127,different
different,0.05649,0.374,0.01635,different
different,0.22084,0.152,0.52844,different
same,0,0.008,0.00015,same
different,0.23584,0.28,0.01285,different
different,0.05649,0.366,0.0165,different
different,0.22084,0.15,0.52858,different
same,0,0.009,0.00014,same
different,0.23584,0.278,0.01299,different
different,0.05649,0.357,0.01664,different
different,0.22084,0.148,0.52873,different
same,0,0.01,0.00015,same
different,0.23584,0.276,0.01313,different
different,0.05649,0.347,0.01678,different
different,0.22084,0.149,0.52902,different
same,0,0.022,0.00029,same
different,0.23584,0.272,0.01342,different
different,0.05649,0.326,0.01707,different
different,0.22084,0.152,0.52917,different
same,0,0.012,0.00015,same
different,0.23584,0.269,0.01357,different
different,0.05649,0.314,0.01722,different
different,0.22084,0.156,0.52933,different
same,0,0.012,0.00016,same
different,0.23584,0.267,0.01373,different
different,0.05649,0.303,0.01738,different
different,0.38747,0.161,0.52946,different
same,0.16663,0.012,0.00013,same
different,0.40247,0.264,0.01386,different
different,0.88986,0.291,0.01751,different
different,0.38747,0.168,0.52961,different
same,0,0.012,0.00015,same
different,0.40247,0.262,0.01401,different
different,0.88986,0.28,0.01766,different
different,0.38747,0.175,0.52976,different
same,0,0.013,0.00015,same
different,0.40247,0.26,0.01416,different
different,0.88986,0.269,0.01781,different
different,0.38747,0.183,0.5299,different
same,0,0.012,0.00014,same
different,0.40247,0.258,0.0143,different
different,0.88986,0.258,0.01795,different
different,0.38747,0.191,0.53005,different
same,0,0.012,0.00015,same
different,0.40247,0.257,0.01445,different
different,0.88986,0.248,0.0181,different
different,0.38747,0.2,0.53019,different
same,0,0.012,0.00014,same
different,0.40247,0.256,0.01459,different
different,0.88986,0.238,0.01824,different
different,0.38747,0.208,0.53033,different
same,0,0.011,0.00015,same
different,0.40247,0.255,0.01474,different
different,0.88986,0.229,0.01839,different
different,0.1937,0.217,0.53048,different
same,0.19377,0.01,0.00015,same
different,0.2087,0.255,0.01489,different
different,0.08363,0.22,0.01853,different
different,0.1937,0.225,0.53062,different
same,0,0.01,0.00014,same
different,0.2087,0.255,0.01503,different
different,0.08363,0.213,0.01867,different
different,0.1937,0.233,0.53078,different
same,0,0.009,0.00016,same
different,0.2087,0.255,0.01518,different
different,0.08363,0.206,0.01883,different
different,0.1937,0.24,0.53099,different
same,0,0.008,0.00021,same
different,0.2087,0.256,0.01539,different
different,0.08363,0.2,0.01904,different
different,0.03499,0.246,0.53106,different
same,0.15871,0.007,0.00007,same
different,0.04999,0.256,0.01546,different
different,0.24234,0.196,0.01911,different
different,0.03499,0.252,0.53121,different
same,0,0.006,0.00015,same
different,0.04999,0.256,0.01561,different
different,0.24234,0.191,0.01926,different
different,0.03499,0.257,0.53136,different
same,0,0.006,0.00015,same
different,0.04999,0.257,0.01576,different
different,0.24234,0.188,0.01941,different
different,0.03499,0.261,0.5315,different
same,0,0.004,0.00014,same
different,0.04999,0.257,0.0159,different
different,0.24234,0.186,0.01955,different
different,0.03499,0.265,0.53166,different
same,0,0.004,0.00016,same
different,0.04999,0.257,0.01606,different
different,0.24234,0.184,0.01971,different
different,0.03499,0.267,0.5318,different
same,0,0.003,0.00014,same
different,0.04999,0.257,0.0162,different
different,0.24234,0.182,0.01985,different
different,0.03499,0.269,0.53194,different
same,0,0.002,0.00015,same
different,0.04999,0.256,0.01635,different
different,0.24234,0.182,0.02,different
different,0.03499,0.271,0.53208,different
same,0,0.002,0.00014,same
different,0.04999,0.257,0.01649,different
different,0.24234,0.181,0.02014,different
different,0.03499,0.272,0.53223,different
same,0,0.001,0.00015,same
different,0.04999,0.257,0.01664,different
different,0.24234,0.181,0.02028,different
different,0.03499,0.273,0.53238,different
same,0,0.001,0.00015,same
different,0.04999,0.256,0.01678,different
different,0.24234,0.18,0.02043,different
different,0.03499,0.274,0.53282,different
same,0,0.001,0.00044,same
different,0.04999,0.256,0.01722,different
different,0.24234,0.18,0.02087,different
different,0.87958,0.275,0.53304,different
same,0.15541,0.001,0.00022,same
different,0.89458,0.255,0.01744,different
different,0.39775,0.181,0.02109,different
different,0.87958,0.275,0.53311,different
same,0,0,0.00007,same
different,0.89458,0.255,0.01751,different
different,0.39775,0.181,0.02116,different
different,0.87958,0.275,0.53326,different
same,0,0,0.00015,same
different,0.89458,0.255,0.01766,different
different,0.39775,0.181,0.02131,different
different,0.87958,0.276,0.53342,different
same,0,0.001,0.00016,same
different,0.89458,0.254,0.01782,different
different,0.39775,0.182,0.02147,different
different,0.87958,0.276,0.53355,different
same,0,0,0.00013,same
different,0.89458,0.254,0.01795,different
different,0.39775,0.182,0.0216,different
different,0.87958,0.276,0.5337,different
same,0,0.001,0.00015,same
different,0.89458,0.254,0.0181,different
